measured in ug/mg,SampID,Dry_Weight,Species,Site,Sex,SL.mm,Tissue,Date_harvested,Time_harvested,Al,As,B ,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,K ,Li,Mg,Mn,Mo,Na,Ni,P ,Pb,S ,Se,Si,Sr,Tl,V ,Zn,z-Al,z-As,z-B,z-Ba,z-Be,z-Bi,z-Ca,z-Cd,z-Co,z-Cr,z-Cu,z-Fe,z-K,z-Li,z-Mg,z-Mn,z-Mo,z-Na,z-Ni,z-P,z-Pb,z-S,z-Se,z-Si,z-Sr,z-Tl,z-V,z-Zn
211,I211,0.728,Gambusia_affinis,CC,M,25,Brain,5/16/18,20:45,0.036574584,0.006427967,0.011529713,0.129968002,0.000478461,0.028662597,4.143480577,0.001399666,0.005676821,0.00734527,0.009005796,7.311595345,12.35211191,0.000650555,0.759778611,0.047637599,0.004101298,3.150298214,0.007252541,22.81543656,0.025446599,9.959881725,0.03979081,0.016794108,0.004594808,0.18773109,0.007644679,0.046232942,0.121130871,-0.062654577,0.538239338,0.189227702,0.181257218,0.201555297,-0.929589965,0.084912701,0.198415133,0.720294419,-0.12771194,7.713552928,#VALUE!,#VALUE!,#VALUE!,0.440115217,0.180786014,#VALUE!,0.190626179,-0.459073775,0.198001744,0.038623618,0.196598936,-0.142100229,-0.784418062,0.198005127,0.197096917,-0.967963302
214,I214,0.266,Gambusia_affinis,CC,M,21,Brain,5/16/18,20:45,0.10009886,0.017592332,0.020004965,0.351840129,0.001309474,0.078445002,0.984752765,0.003312322,0.015536563,0.009582787,0.024647442,0.044785108,36.20278977,0.001571994,1.860907826,0.007210355,0.011224606,7.533705966,0.01984906,48.22834295,0.069643322,23.96199845,0.108901163,0.045962823,0.002957005,0.513790352,0.020922281,0.153151141,1.116229086,0.23272075,1.24985231,1.241630619,1.176145647,1.26112229,-1.096321553,0.802639041,1.259443555,1.088307086,0.303183975,-0.433952335,#VALUE!,#VALUE!,#VALUE!,-0.696956852,1.240617319,#VALUE!,1.255564763,2.390705633,1.259181327,5.066763163,1.261835439,-0.114398364,-0.865247896,1.259228712,1.257934888,-0.185955512
87,I87,2.67,Gambusia_affinis,CC,F,38,Gill,5/14/18,12:45,0.009972396,0.001752644,0.001993004,0.042510464,0.000130457,0.00781512,20.93212578,0.000329992,0.001547837,0.001167216,0.002455513,0.222311483,7.91622179,0.001128276,1.011345578,0.071452734,0.001118257,3.86815688,0.001977472,22.57229491,0.006938249,7.692025976,0.010849329,0.004579068,0.020299594,0.051186604,0.002084392,0.102137447,-0.295588397,-0.186349481,-0.262497423,-0.2256084,-0.235373031,-0.242161686,-0.043411215,-0.316483685,-0.245913874,-0.295832892,-0.308159073,-0.234910799,#VALUE!,#VALUE!,#VALUE!,1.109948778,-0.263041522,#VALUE!,-0.255340243,-0.486339451,-0.246390551,-0.775760049,-0.249492289,-0.153700993,-0.009346055,-0.246405585,-0.247152246,-0.559073526
93,I93,1.398,Gambusia_affinis,CC,F,43,Gill,5/14/18,12:45,0.019045992,0.003347325,0.003806381,0.077371509,0.000249156,0.014925873,31.77050647,0.000630242,0.00295617,0.001823334,0.004689713,0.162960392,11.31731694,0.001575896,1.50278141,0.082644889,0.002135726,5.475985391,0.003776717,33.14181529,0.013251161,11.47766454,0.020720822,0.00874543,0.032224468,0.097759824,0.00398092,0.143393517,-0.153451882,-0.144159046,-0.110239697,-0.060252499,-0.093266636,-0.090816664,0.528686326,-0.203814531,-0.094360077,-0.187918746,-0.246611353,-0.301454896,#VALUE!,#VALUE!,#VALUE!,1.424743594,-0.111658836,#VALUE!,-0.103227947,0.698916618,-0.094815211,0.583657197,-0.097337449,-0.149744151,0.579177471,-0.09482394,-0.095625719,-0.257323512
98,I98,2.963,Gambusia_affinis,CC,F,42,Gill,5/14/18,12:45,0.008986263,0.003415097,0.001795923,0.048418583,0.000117557,0.007042312,26.98962408,0.00029736,0.001394778,0.001022576,0.002212696,0.507920414,11.46702622,0.001355579,1.425299497,0.134869749,0.001007676,6.09452134,0.001781927,30.49862935,0.006252151,12.12520955,0.00977648,0.004126261,0.027151653,0.046124952,0.001878274,0.196135783,-0.311036022,-0.142366004,-0.279045061,-0.197584503,-0.250816906,-0.258610104,0.276330265,-0.32872888,-0.262384889,-0.319622365,-0.314848193,0.085312269,#VALUE!,#VALUE!,#VALUE!,2.893639905,-0.27949416,#VALUE!,-0.271872065,0.402512234,-0.262864017,0.816189659,-0.26602871,-0.154131029,0.328820866,-0.262879721,-0.263620415,0.128437409
102,I102,3.969,Gambusia_affinis,CC,F,48,Gill,5/14/18,12:45,0.006708566,0.001179028,0.001340721,0.039159054,8.78E-05,0.005257337,31.59655737,0.00022199,0.001041251,0.017497028,0.002505383,0.411524022,11.04103192,0.001841413,1.493018544,0.121828373,0.000752266,7.401411604,0.001596234,33.14518554,0.004667454,11.12742503,0.007298491,0.003080401,0.0330818,0.034433921,0.001402199,0.168063912,-0.346715802,-0.201525626,-0.317265476,-0.241505095,-0.286441974,-0.296601451,0.519504526,-0.357011558,-0.300428703,2.389991471,-0.306785255,-0.022766803,#VALUE!,#VALUE!,#VALUE!,2.526833195,-0.317494975,#VALUE!,-0.287570977,0.699294554,-0.300913175,0.457886704,-0.30422334,-0.155124295,0.621489033,-0.300930466,-0.301657287,-0.076882378
106,I106,1.988,Gambusia_affinis,CC,F,41,Gill,5/14/18,12:45,0.013393509,0.005763242,0.002676721,0.056521246,0.000175211,0.010496162,27.42152638,0.000443198,0.002078836,0.001391626,0.003297897,0.205994583,11.20198321,0.001664383,1.46415215,0.096277642,0.001501884,5.751458585,0.00265586,31.5695483,0.009318473,12.12933278,0.014571282,0.006149955,0.02809902,0.068746596,0.00279946,0.136288788,-0.241997177,-0.08024119,-0.205090058,-0.159151256,-0.18179356,-0.18509848,0.299127974,-0.274003005,-0.18877191,-0.258923352,-0.284953086,-0.253205212,#VALUE!,#VALUE!,#VALUE!,1.808183599,-0.205964121,#VALUE!,-0.197987767,0.522604077,-0.189240497,0.817670305,-0.192123747,-0.152209104,0.37557589,-0.18925316,-0.190020598,-0.309288037
110,I110,1.54,Gambusia_affinis,CC,F,38,Gill,5/14/18,12:45,0.017289803,0.003038675,0.003455403,0.071608339,0.000229595,0.013549591,30.05242599,0.000572128,0.002683588,0.002240237,0.004257285,0.166415213,12.01198099,0.002302561,1.516491715,0.113232597,0.001938796,5.271892589,0.003428474,34.60419618,0.012029301,12.7018992,0.018810201,0.007939033,0.033438468,0.088745606,0.003613848,0.170364173,-0.180962319,-0.152324991,-0.139709086,-0.087588861,-0.116685057,-0.120109402,0.43799846,-0.225621875,-0.123693223,-0.119349173,-0.258523875,-0.297581371,#VALUE!,#VALUE!,#VALUE!,2.285065124,-0.140958787,#VALUE!,-0.132669208,0.862906635,-0.124152519,1.023278065,-0.126786919,-0.150509996,0.639091526,-0.124162474,-0.124953599,-0.060058095
132,I132,0.449,Gambusia_affinis,CC,M,26,Gill,5/14/18,12:45,0.374073353,0.023698078,0.011851494,0.22192544,0.000775768,0.046472986,52.50813569,0.001982907,0.009204289,0.008959818,0.341837835,0.321855047,9.73244057,0.003281085,1.883348655,0.088157281,0.006649766,5.505679391,0.011759132,47.5207106,0.041258627,13.93843504,0.064516057,0.027229645,0.038614786,0.304383594,0.012394937,0.139928812,5.407998251,0.39426032,0.56525724,0.625408115,0.537193039,0.580631003,1.623309872,0.30377455,0.578013687,0.985845079,9.04114188,-0.123303135,#VALUE!,#VALUE!,#VALUE!,1.579787232,0.559956221,#VALUE!,0.57162371,2.311352407,0.577654355,1.467316269,0.577702989,-0.132189479,0.894556273,0.577673497,0.576627352,-0.282664626
135,I135,2.743,Gambusia_affinis,CC,F,42,Gill,5/14/18,12:45,0.009706998,0.001706001,0.001939964,0.0429647,0.000126985,0.007607135,27.96320091,0.00032121,0.001506644,0.001430129,0.002390164,0.34772708,10.66568604,0.001879569,1.387564977,0.096477157,0.001088496,6.304178417,0.001924845,32.54720522,0.0067536,11.78493054,0.010560594,0.004457204,0.025652018,0.049824365,0.00202892,0.152234826,-0.299745817,-0.187583514,-0.266950855,-0.223453829,-0.239529708,-0.246588431,0.327719945,-0.31977914,-0.250346743,-0.252590622,-0.309959306,-0.094295563,#VALUE!,#VALUE!,#VALUE!,1.813795234,-0.26746947,#VALUE!,-0.25978945,0.632237604,-0.250824041,0.693995966,-0.253942723,-0.153816729,0.254809981,-0.250839258,-0.251584281,-0.192657509
138,I138,0.508,Gambusia_affinis,CC,F,46,Gill,5/14/18,12:45,0.05241397,0.024075577,0.010475041,0.1945874,0.000685669,0.041075532,26.07492334,0.001734405,0.008135287,0.00533823,0.012905944,0.274832671,8.621524189,0.00278309,1.462284842,0.089021801,0.005877451,3.966176427,0.010393406,31.60115661,0.036466779,11.92857901,0.05702305,0.024067147,0.025987325,0.269031956,0.010955367,0.134891567,0.369252467,0.404247801,0.449685242,0.495735977,0.429326552,0.465751778,0.228048325,0.210523891,0.462976042,0.390189153,-0.0202707,-0.176024349,#VALUE!,#VALUE!,#VALUE!,1.604103051,0.445048426,#VALUE!,0.456162104,0.526148603,0.462600321,0.745579921,0.462209084,-0.13519294,0.271358253,0.462614683,0.461610309,-0.319507417
141,I141,1.359,Gambusia_affinis,CC,F,35,Gill,5/14/18,12:45,0.019592566,0.008790044,0.003915615,0.075635282,0.000256306,0.015354209,23.05931498,0.000648328,0.003041005,0.002615058,0.004824297,0.181038859,9.413602958,0.001508578,1.361746718,0.073480526,0.002409554,3.714747621,0.003885099,30.01705049,0.013631438,11.01735728,0.021315459,0.008996402,0.02215963,0.100565293,0.004095163,0.172548511,-0.144889883,-0.000161165,-0.101068014,-0.06848792,-0.084706659,-0.081699975,0.068871214,-0.197027739,-0.085230797,-0.057700982,-0.242903834,-0.281185424,#VALUE!,#VALUE!,#VALUE!,1.166983228,-0.070917724,#VALUE!,-0.094065085,0.348508434,-0.08568462,0.418361536,-0.088171977,-0.1495058,0.082451556,-0.085692993,-0.086498069,-0.044081682
145,I145,3.46,Gambusia_affinis,CC,F,40,Gill,5/14/18,12:45,0.007695462,0.001982403,0.001537954,0.034779929,0.000100671,0.006030743,27.37920771,0.000254647,0.001194429,0.001234495,0.001894861,0.292992038,10.78802848,0.001756251,1.388886599,0.119769617,0.000862932,6.024631566,0.001525968,32.7241511,0.005354082,11.82554797,0.00837217,0.003533558,0.023024955,0.039499489,0.001608476,0.19969851,-0.331256225,-0.180270753,-0.300705076,-0.262276537,-0.271032818,-0.280140304,0.296894207,-0.344756982,-0.283944883,-0.284767266,-0.323603909,-0.155664173,#VALUE!,#VALUE!,#VALUE!,2.468927839,-0.301029691,#VALUE!,-0.293511426,0.652080149,-0.284426984,0.708581626,-0.287674125,-0.154693926,0.125157594,-0.284443585,-0.285176414,0.154495463
158,I158,3.181,Gambusia_affinis,CC,M,25,Gill,5/14/18,20:40,0.008370417,0.005310738,0.001672845,0.041612964,0.0001095,0.006559689,28.3130123,0.000276981,0.001299191,0.000953994,0.002061056,0.25345856,10.59266134,0.00241136,1.425580729,0.141063481,0.000938618,6.273169379,0.00213866,33.29275525,0.005823679,12.04583794,0.009106479,0.00384348,0.029071588,0.042963921,0.001749553,0.177409488,-0.320683157,-0.092213077,-0.289379137,-0.229865499,-0.260462743,-0.268882236,0.346184533,-0.336376123,-0.272671215,-0.3309023,-0.31902557,-0.199988878,#VALUE!,#VALUE!,#VALUE!,3.067847171,-0.289768857,#VALUE!,-0.24171304,0.715842883,-0.273151787,0.78768743,-0.27635581,-0.15439959,0.423574648,-0.273167914,-0.273904812,-0.008528128
161,I161,0.15,Gambusia_affinis,CC,M,24,Gill,5/14/18,20:40,0.177508646,0.031197068,0.035475471,0.631063257,0.002322133,0.139109137,20.64694273,0.005873852,0.027551505,0.016993476,0.04370813,0.029349836,10.73645789,0.002787669,1.501099469,0.061433619,0.020264968,3.666207643,0.035199,31.3081437,0.123500825,12.87229915,0.193118063,0.081507405,0.039207,0.911121558,0.037102178,0.056675911,2.328841724,0.592660911,2.548812241,2.566065728,2.388500595,2.552295649,-0.058464435,1.763856088,2.552397768,2.307170418,0.828267625,-0.451258272,#VALUE!,#VALUE!,#VALUE!,0.828147332,2.585674793,#VALUE!,2.553283868,0.493290411,2.552319794,1.084468437,2.559917595,-0.080641264,0.923783573,2.552420765,2.550656955,-0.891582637
164,I164,0.877,Gambusia_affinis,CC,M,28,Gill,5/14/18,20:40,0.030360658,0.00711325,0.00606764,0.110930367,0.000397172,0.023792897,17.92826353,0.00100465,0.004712344,0.002906524,0.007475735,0.228265526,10.95163109,0.00099,1.332046304,0.055155153,0.003404498,4.087126888,0.006020354,28.43145472,0.021123288,11.83901305,0.033030455,0.013940833,0.017964273,0.15583607,0.006345868,0.135923271,0.023790656,-0.044524062,0.07962383,0.098926757,0.08393806,0.09790877,-0.201968315,-0.063317503,0.094625652,-0.009762495,-0.169862045,-0.22823516,#VALUE!,#VALUE!,#VALUE!,0.651556805,0.077113611,#VALUE!,0.086454266,0.170701216,0.094197456,0.713416916,0.092397805,-0.144810017,-0.124600216,0.094196552,0.093326069,-0.311961456
192,I192,0.582,Gambusia_affinis,CC,M,26,Gill,5/15/18,19:45,0.045749651,0.008040482,0.009143163,0.174792522,0.000598488,0.03585287,23.38381336,0.001513879,0.007100903,0.004379762,0.011264982,0.888130736,9.294804811,0.001353269,1.331429686,0.235596764,0.005130146,4.448875692,0.009071907,29.83288614,0.031830109,12.20488499,0.049772697,0.021007063,0.022898101,0.234825144,0.009562417,0.196857008,0.264856913,-0.019992308,0.337855923,0.401843213,0.324953494,0.35459282,0.08599967,0.127771259,0.351663715,0.232546389,-0.065475905,0.511601865,#VALUE!,#VALUE!,#VALUE!,5.726726308,0.333861708,#VALUE!,0.34443955,0.327856417,0.351272168,0.844800992,0.35045534,-0.138099137,0.118897019,0.351281929,0.350318055,0.133712503
203,I203,0.416,Gambusia_affinis,CC,M,25,Gill,5/16/18,20:45,0.064005521,0.034546085,0.012791636,0.23849373,0.000837308,0.050159544,31.20569157,0.002117975,0.009934437,0.006127455,0.015760143,0.327015969,9.963017805,0.001864372,1.671534747,0.120572396,0.007177272,3.843989334,0.012691947,37.22737414,0.044531547,14.4814361,0.069633917,0.029389689,0.026949313,0.328529408,0.013378189,0.121989916,0.550832367,0.681265771,0.644194981,0.70399625,0.610868702,0.659095576,0.498872905,0.35445897,0.656586512,0.519995898,0.058356747,-0.11751674,#VALUE!,#VALUE!,#VALUE!,2.491507107,0.638440455,#VALUE!,0.650486028,1.157067343,0.656238368,1.662307151,0.656587426,-0.13013806,0.318834861,0.656260767,0.655186045,-0.413871067
206,I206,0.527,Gambusia_affinis,CC,M,22,Gill,5/16/18,20:45,0.050524282,0.017905578,0.010097383,0.197952666,0.000686881,0.039594631,65.32961676,0.001671874,0.007841984,0.005186195,0.012440644,0.360115728,8.85210658,0.003187113,1.973603129,0.080582366,0.00566555,4.010276965,0.010018691,56.24794118,0.035152037,11.07921583,0.054967191,0.023199451,0.065083554,0.259332512,0.010560392,0.1364331,0.339650789,0.241008291,0.417975703,0.511698396,0.430777558,0.434232332,2.3000842,0.187059062,0.431413064,0.365183396,-0.03308878,-0.080405483,#VALUE!,#VALUE!,#VALUE!,1.366732286,0.413521035,#VALUE!,0.424482839,3.290015831,0.431032882,0.440574851,0.43052098,-0.136017001,2.200858768,0.431045947,0.430053069,-0.308232528
209,I209,0.325,Gambusia_affinis,CC,M,25,Gill,5/16/18,20:45,0.081927067,0.014398647,0.016373294,0.296969872,0.001071754,0.064204217,23.08389083,0.002711009,0.012716079,0.008442484,0.020172983,3.444775435,8.827932026,0.001286617,1.380219284,0.115741918,0.009186908,2.96181329,0.016245692,32.26946893,0.057000381,13.20495737,0.089131414,0.037618802,0.023407457,0.420517642,0.017124082,0.129407991,0.831570686,0.148225505,0.944924009,0.981365306,0.891547359,0.958021912,0.070168436,0.576995653,0.955925097,0.900757249,0.179921621,3.378096993,#VALUE!,#VALUE!,#VALUE!,2.355643242,0.937441305,#VALUE!,0.950927774,0.601092518,0.955619661,1.203925515,0.957113246,-0.122322777,0.144035062,0.95565445,0.954470925,-0.359614706
212,I212,0.356,Gambusia_affinis,CC,M,21,Gill,5/16/18,20:45,0.074792969,0.03013731,0.01494753,0.282194116,0.001023457,0.0586134,88.78376418,0.002474938,0.01160878,0.007160172,0.018416347,0.400738871,18.96008002,0.004712173,3.395119172,0.109139269,0.008386924,7.782075341,0.014831039,83.04442342,0.052036864,22.77669402,0.08136997,0.034343008,0.070461,0.383899533,0.01563294,0.324624987,0.719816115,0.56462292,0.825211679,0.911279672,0.83372621,0.839027156,3.538097559,0.488409742,0.836766228,0.689850669,0.131529829,-0.034859052,#VALUE!,#VALUE!,#VALUE!,2.169934621,0.818416817,#VALUE!,0.831329768,6.294948133,0.836443792,4.641122083,0.837481771,-0.125433836,2.466249704,0.836473659,0.835333444,1.068217159
88,I88,5.575,Gambusia_affinis,CC,F,38,Liver,5/14/18,12:45,0.004776017,0.000839383,0.000954497,0.018479476,6.25E-05,0.003742847,4.970226344,0.000158041,0.000741296,0.000774616,0.049408786,0.234651984,10.93703425,0.000323531,0.91567193,0.050785037,0.000658868,4.49892986,0.000947058,18.09439026,0.003322892,9.057301797,0.005196002,0.002193024,0.005361765,0.024514481,0.000998265,0.091449446,-0.376988891,-0.210511605,-0.349694247,-0.339594245,-0.316731124,-0.328835804,-0.885950677,-0.381008493,-0.332707517,-0.36040526,0.985309242,-0.221074701,#VALUE!,#VALUE!,#VALUE!,0.528641257,-0.331391065,#VALUE!,-0.342453804,-0.988487465,-0.333196603,-0.285491508,-0.336630178,-0.155967047,-0.74656674,-0.333215222,-0.333930322,-0.637246373
94,I94,4.795,Gambusia_affinis,CC,F,43,Liver,5/14/18,12:45,0.005552929,0.000975925,0.001109764,0.019873134,7.26E-05,0.004351694,1.430650146,0.000183749,0.000861882,0.000777989,0.027542041,0.184815586,11.91539579,8.72E-05,1.003982836,0.011692682,0.000878274,4.372734635,0.001101116,20.34307824,0.003863425,9.432639265,0.006041232,0.002549762,0.001460556,0.028502239,0.001160652,0.078685651,-0.364818682,-0.206899117,-0.336657465,-0.332983726,-0.304639408,-0.315877125,-1.072785122,-0.371361537,-0.319730994,-0.359850491,0.38292436,-0.27695098,#VALUE!,#VALUE!,#VALUE!,-0.570885215,-0.298747053,#VALUE!,-0.329429387,-0.736321711,-0.320218207,-0.150708375,-0.323602176,-0.155628249,-0.939101544,-0.320236284,-0.32095612,-0.730601735
99,I99,17.648,Gambusia_affinis,CC,F,42,Liver,5/14/18,12:45,0.002263115,0.000534615,0.000452288,0.009160514,2.96E-05,0.001773547,3.785495198,0.00013033,0.000351263,0.000535859,0.018059013,0.14208537,17.30093476,0.00019864,1.635567444,0.034561086,0.001076753,4.701765474,0.000511558,29.08058864,0.001574552,9.574030597,0.00426316,0.001039164,0.00374866,0.01161618,0.000364494,0.096236595,-0.416353123,-0.218574844,-0.391861541,-0.383796745,-0.356118991,-0.370750317,-0.948486013,-0.391407078,-0.374679822,-0.399674504,0.121685996,-0.324859849,#VALUE!,#VALUE!,#VALUE!,0.07232023,-0.269216636,#VALUE!,-0.379271972,0.243494483,-0.37517489,-0.099934955,-0.351008593,-0.157062881,-0.826177665,-0.375195263,-0.3845666,-0.602232804
103,I103,14.198,Gambusia_affinis,CC,F,48,Liver,5/14/18,12:45,0.001875355,0.000654303,0.000374794,0.007003237,2.45E-05,0.00146967,2.065168064,0.000100723,0.000340536,0.000423872,0.029784323,0.175984259,12.68743831,0.000189359,1.076105679,0.018951075,0.000962623,4.571728756,0.000371873,21.64001834,0.00130477,10.50250087,0.004316256,0.000861115,0.001985129,0.009625879,0.00039198,0.086221633,-0.422427325,-0.215408262,-0.398368219,-0.394029327,-0.362224709,-0.377218025,-1.039292467,-0.402517138,-0.375834178,-0.418093419,0.444694723,-0.286852612,#VALUE!,#VALUE!,#VALUE!,-0.366732887,-0.286197307,#VALUE!,-0.391081262,-0.590884068,-0.381652455,0.233477356,-0.350190195,-0.157231976,-0.913212503,-0.381673086,-0.382370557,-0.675482993
107,I107,11.8,Gambusia_affinis,CC,F,41,Liver,5/14/18,12:45,0.002256466,0.000396573,0.000450959,0.008612085,2.95E-05,0.001768336,3.11480057,7.47E-05,0.000382514,0.000527734,0.016429076,0.106953599,9.486603784,0.000305505,0.892689084,0.022546697,0.000418923,3.910139864,0.000447445,18.58882667,0.001569926,8.749065256,0.003825,0.001036111,0.003108709,0.011582054,0.000471638,0.075503819,-0.416457278,-0.222227018,-0.391973128,-0.386398101,-0.356238711,-0.370861228,-0.983888234,-0.412282298,-0.371316834,-0.401010853,0.076784507,-0.364249386,#VALUE!,#VALUE!,#VALUE!,-0.265601053,-0.367090942,#VALUE!,-0.384692232,-0.933041831,-0.375285962,-0.396178797,-0.357762198,-0.157065781,-0.85776091,-0.375306333,-0.376006137,-0.753873895
133,I133,0.789,Gambusia_affinis,CC,M,26,Liver,5/14/18,12:45,0.033746891,0.016127862,0.006744386,0.119228213,0.00044147,0.026446604,0.561146341,0.001302356,0.005237929,0.003230699,0.142697513,1.360738434,8.540875318,0.000773884,0.863078262,0.013991505,0.00397031,2.278155307,0.006691825,16.10497057,0.023479244,13.97887705,0.036714461,0.015495704,0.001762019,0.173217026,0.007053646,0.121133625,0.076835486,0.193975303,0.136445884,0.138285813,0.136971608,0.154390178,-1.118681368,0.048397012,0.151185004,0.043555762,3.555226199,1.04148686,#VALUE!,#VALUE!,#VALUE!,-0.506227643,0.16129715,#VALUE!,0.143221964,-1.211579117,0.150764826,1.481838935,0.149181449,-0.143333338,-0.924223561,0.15076627,0.149875269,-0.420134044
139,I139,0.191,Gambusia_affinis,CC,F,46,Liver,5/14/18,12:45,0.139404696,0.060737122,0.027860317,0.494093707,0.001823665,0.109248013,0.336256582,0.004612973,0.021637308,0.013345662,0.034325756,0.160732995,7.244489082,0.002792757,0.895295818,0.015179338,0.015632173,2.849734451,0.027643194,18.25879735,0.096990176,9.47541232,0.1516634,7.851390231,0.003101601,0.71554049,0.029137836,0.502253866,1.731949087,1.374201385,1.909416224,1.916380001,1.791734905,1.916732515,-1.130552042,1.290709808,1.915958081,1.707201006,0.569802076,-0.30395224,#VALUE!,#VALUE!,#VALUE!,-0.472818199,1.896390941,#VALUE!,1.914498713,-0.970051008,1.915789356,-0.135348633,1.920953701,7.298506077,-0.858111708,1.91586396,1.914331479,2.367408208
159,I159,2.457,Gambusia_affinis,CC,M,25,Liver,5/14/18,20:40,0.010836914,0.009605668,0.00216578,0.040366163,0.000141766,0.008492621,1.487987319,0.000358599,0.001682021,0.001152231,0.002994936,0.076276409,15.11067141,0.001217328,0.992483718,0.133642689,0.001215199,4.556273426,0.002148901,23.65680163,0.007539733,10.53549756,0.01178987,0.004976032,0.003308105,0.055624027,0.00226509,0.113998785,-0.282045853,0.021417779,-0.247990522,-0.235779432,-0.221833901,-0.227741778,-1.069758613,-0.305748876,-0.23147404,-0.29829753,-0.293299053,-0.398644472,#VALUE!,#VALUE!,#VALUE!,2.859127148,-0.248618144,#VALUE!,-0.240847242,-0.364723888,-0.231948699,0.245326419,-0.234995205,-0.153323992,-0.847920199,-0.231963125,-0.232715053,-0.472318803
162,I162,0.963,Gambusia_affinis,CC,M,24,Liver,5/14/18,20:40,0.027649322,0.004859356,0.005525774,0.097277995,0.000361703,0.02166809,0.693884586,0.000920314,0.004291512,0.002661599,0.04060833,0.414034418,8.006220671,0.000434216,0.807179032,0.011858018,0.003210904,3.660919497,0.00548271,15.29182856,0.019236889,15.08576959,0.030080695,0.012695858,0.001985085,0.141919246,0.005779155,0.066877026,-0.018682014,-0.104155279,0.03412679,0.034169654,0.041474587,0.052684451,-1.111674858,-0.094964683,0.049338999,-0.050046212,0.742874364,-0.019952162,#VALUE!,#VALUE!,#VALUE!,-0.566234911,0.048310002,#VALUE!,0.041000611,-1.302764097,0.048904321,1.87932242,0.046931505,-0.145992384,-0.913214674,0.048901528,0.048047511,-0.816970911
165,I165,1.848,Gambusia_affinis,CC,M,28,Liver,5/14/18,20:40,0.014408169,0.004676841,0.002879503,0.050643655,0.000188485,0.011291326,1.02440749,0.000476774,0.002236323,0.001379341,0.009725865,0.121050142,8.747634272,0.000226272,1.037970783,0.011170917,0.001615663,1.942325699,0.002857062,20.78631659,0.010024418,9.339366128,0.015675167,0.006615861,0.001332821,0.073954672,0.00301154,0.06143804,-0.226102681,-0.108984074,-0.188063744,-0.18703035,-0.165901933,-0.168174237,-1.094228401,-0.261403572,-0.171824389,-0.260943911,-0.107875486,-0.348444424,#VALUE!,#VALUE!,#VALUE!,-0.585560576,-0.189035674,#VALUE!,-0.180977688,-0.686617379,-0.172290498,-0.184202621,-0.17510895,-0.151766628,-0.945405598,-0.172302459,-0.173076083,-0.856752066
193,I193,1.303,Gambusia_affinis,CC,M,26,Liver,5/15/18,19:45,0.02043461,0.004562469,0.004083899,0.077005864,0.000267322,0.016014099,22.59937929,0.000676192,0.0031717,0.002003541,0.097108787,0.924854267,7.761733711,0.001215326,1.127507065,0.043013187,0.002291439,2.852638509,0.004052072,28.50283168,0.014217286,12.26104991,0.02223155,0.009383047,0.018259371,0.104887363,0.004271164,0.111818896,-0.131699391,-0.112010011,-0.086938277,-0.061986857,-0.071518308,-0.067654899,0.044593779,-0.186571741,-0.071166422,-0.158279437,2.299348412,0.552776074,#VALUE!,#VALUE!,#VALUE!,0.310047243,-0.088491297,#VALUE!,-0.079948804,0.178705361,-0.071618194,0.864969733,-0.074051754,-0.149138599,-0.110036362,-0.071625971,-0.072436151,-0.488262676
204,I204,0.491,Gambusia_affinis,CC,M,25,Liver,5/16/18,20:45,0.054228711,0.009530673,0.01083772,0.190731374,0.000709409,0.0424977,2.577333373,0.001794456,0.008416957,0.00519149,0.163134673,1.288983114,8.52256336,0.00085163,1.036529488,0.019999388,0.006325769,1.800072722,0.010753259,19.36154959,0.037729376,12.67670873,0.058997372,0.024900429,0.002728311,0.278346708,0.011334677,0.065348893,0.397680111,0.019433638,0.480137089,0.477445744,0.457748071,0.496021152,-1.012258123,0.233058097,0.493287167,0.366054285,4.118228886,0.961035214,#VALUE!,#VALUE!,#VALUE!,-0.337247637,0.511750785,#VALUE!,0.486584902,-0.84638941,0.49291574,1.014232204,0.492640412,-0.134401562,-0.87653454,0.492931363,0.491915966,-0.828147791
207,I207,0.576,Gambusia_affinis,CC,M,22,Liver,5/16/18,20:45,0.04622621,0.018025364,0.009238404,0.16263291,0.000604722,0.036226338,2.413603168,0.001529649,0.007174871,0.004425384,0.215724015,1.130225523,7.138403234,0.000954509,0.883209046,0.013132003,0.005183585,3.872572854,0.009166406,18.62177192,0.032161673,12.59031803,0.050291162,0.021225887,0.003881542,0.237271239,0.009662025,0.065149561,0.272322138,0.244177467,0.345852703,0.344166697,0.332416836,0.3625417,-1.020900526,0.133688969,0.359623573,0.240050007,5.566959576,0.783037129,#VALUE!,#VALUE!,#VALUE!,-0.530402324,0.341812554,#VALUE!,0.352428712,-0.929347382,0.359233142,0.983209431,0.358446731,-0.137891317,-0.819619592,0.359243223,0.358276416,-0.82960572
