measured in ug/mg,SampID,Dry_Weight,Species,Site,Sex,SL.mm,Tissue,Date_harvested,Time_harvested,Al,As,B ,Ba,Be,Bi,Ca,Cd,Co,Cr,Cu,Fe,K ,Li,Mg,Mn,Mo,Na,Ni,P ,Pb,S ,Se,Si,Sr,Tl,V ,Zn,z-Al,z-As,z-B,z-Ba,z-Be,z-Bi,z-Ca,z-Cd,z-Co,z-Cr,z-Cu,z-Fe,z-K,z-Li,z-Mg,z-Mn,z-Mo,z-Na,z-Ni,z-P,z-Pb,z-S,z-Se,z-Si,z-Sr,z-Tl,z-V,z-Zn
44,I44,0.601,Gambusia_affinis,TC,F,28,Gill,5/13/18,15:30,0.044303323,0.00778629,0.008854111,0.156438603,0.000579567,0.034719418,30.60126232,0.003979147,0.006876416,0.0042413,0.010908851,0.74718569,10.48199523,0.001763882,1.736064906,0.019002615,0.005681133,5.558970684,0.008785108,30.33778987,0.030823833,13.89278366,0.048199184,0.020342946,0.010195702,0.227401387,0.009260111,0.384142782,0.242200403,-0.026717459,0.313586066,0.314785328,0.30230128,0.330468466,0.466968463,1.052865881,0.327506177,0.209773033,-0.075286599,0.353575102,#VALUE!,#VALUE!,#VALUE!,-0.365283254,0.41583953,#VALUE!,0.320192906,0.384475846,0.327111111,1.450922925,0.326201904,-0.138729857,-0.507999386,0.327119861,0.326164772,1.503534811
47,I47,1.365,Gambusia_affinis,TC,F,32,Gill,5/13/18,15:30,0.019506445,0.00906351,0.003898403,0.074958668,0.000255179,0.015286718,33.34509668,0.00185458,0.003027638,0.001944959,0.004803091,0.359569895,9.933903364,0.001977842,1.671769327,0.086270559,0.002187359,5.273890861,0.003868022,31.34332926,0.013571519,14.06038019,0.021221765,0.008956858,0.031604493,0.100123248,0.004077162,0.264271853,-0.146238956,0.007073918,-0.102513196,-0.071697293,-0.086055903,-0.083136451,0.611800143,0.255619697,-0.086669249,-0.167914634,-0.243488017,-0.081017468,#VALUE!,#VALUE!,#VALUE!,1.52672057,-0.103976693,#VALUE!,-0.095508813,0.497236087,-0.087123297,1.511106593,-0.089616135,-0.149543356,0.548580093,-0.087131714,-0.087936291,0.626789775
52,I52,0.857,Gambusia_affinis,TC,F,28,Gill,5/13/18,15:30,0.031069191,0.005460397,0.006209242,0.112049578,0.000406441,0.024348157,29.92647013,0.005716377,0.004822317,0.005025919,0.007650198,0.763412835,11.3020413,0.001202743,1.664181934,0.024472293,0.00348395,3.482583378,0.006160852,32.18728023,0.021616247,13.31538339,0.033801295,0.014266174,0.012948003,0.159472851,0.006977403,0.341781431,0.034889719,-0.088253553,0.091513248,0.104235495,0.095034903,0.109726904,0.431349954,1.704763415,0.106460087,0.338822212,-0.16505594,0.371768882,#VALUE!,#VALUE!,#VALUE!,-0.211441006,0.088934765,#VALUE!,0.098332289,0.591875954,0.106033583,1.243579336,0.104279193,-0.144501037,-0.372166178,0.106033166,0.143783697,1.193700688
55,I55,0.279,Gambusia_affinis,TC,M,24,Gill,5/13/18,15:30,0.095434756,0.020788042,0.019072834,0.340635312,0.001248459,0.074789858,27.53599014,0.003535888,0.014812637,0.009136277,0.023498994,0.89852422,8.884937006,0.001498747,1.536109255,0.033908119,0.010701595,3.087799905,0.018924194,28.26194143,0.066398293,13.73210849,0.103826915,0.043821186,0.015937443,0.4898503,0.019947407,0.333459977,1.043166599,0.31726957,1.171587202,1.18848297,1.103098514,1.183326331,0.305169876,0.886532437,1.181540294,1.014867941,0.27154654,0.523254979,#VALUE!,#VALUE!,#VALUE!,0.053954631,1.162801867,#VALUE!,1.177374472,0.151692155,1.181266987,1.393224708,1.183623218,-0.116432301,-0.224629544,1.181311134,1.180045571,1.132836944
58,I58,1,Gambusia_affinis,TC,F,28,Gill,5/13/18,15:30,0.026626297,0.011210732,0.005321321,0.094253823,0.00034832,0.020866371,29.08295679,0.004407939,0.004132726,0.003230115,0.006556219,0.854599059,10.1179399,0.001256206,1.413584436,0.015390667,0.002985745,3.932288478,0.00527985,29.98768309,0.018525124,12.8168587,0.028967709,0.012226111,0.011188833,0.136668234,0.005565327,0.238043588,-0.034707546,0.063882917,0.016960173,0.019825142,0.025452465,0.035620691,0.386825599,1.213770567,0.03225169,0.04345971,-0.195192863,0.474006345,#VALUE!,#VALUE!,#VALUE!,-0.46687428,0.014810039,#VALUE!,0.023850361,0.345215201,0.031814582,1.064559853,0.02977643,-0.146438508,-0.458985789,0.031811084,0.030963337,0.434954262
61,I61,0.714,Gambusia_affinis,TC,F,28,Gill,5/13/18,15:30,0.037291732,0.011847287,0.00745283,0.136490414,0.000555077,0.029224609,30.83470275,0.005083993,0.005788131,0.004454953,0.00918238,2.32456454,9.967116688,0.001947779,1.625936435,0.060881395,0.007606254,3.609922329,0.007394748,32.45553118,0.025945551,12.70688266,0.040571022,0.017123404,0.021881017,0.191412092,0.007794575,0.461398503,0.132364886,0.080724237,0.195929418,0.220165366,0.272981862,0.213517141,0.479290478,1.467460599,0.210393446,0.24491333,-0.122847405,2.12212307,#VALUE!,#VALUE!,#VALUE!,0.812615269,0.702265935,#VALUE!,0.202648685,0.621957364,0.209981765,1.025067618,0.208624779,-0.141787493,0.068701281,0.209985667,0.209073129,2.068588994
76,I76,0.141,Gambusia_affinis,TC,M,22,Gill,5/13/18,15:30,0.188838985,0.033188371,0.037739863,0.668216928,0.002470354,0.147988443,29.23496389,0.006248779,0.029310112,0.018078166,0.04649801,0.590358929,12.46092357,0.002965606,1.881595852,0.022741572,0.021175497,5.67116456,0.037445745,35.90498682,0.131383856,17.71648712,0.205444748,0.086710006,0.016166006,0.969278253,0.039470402,0.277836756,2.506329778,0.645344765,2.738938826,2.742296209,2.565950716,2.741282492,0.394849205,1.904547871,2.741645317,2.48557338,0.905123212,0.177741852,#VALUE!,#VALUE!,#VALUE!,-0.260119925,2.721146562,#VALUE!,2.743228839,1.008776073,2.74159427,2.82400922,2.749915681,-0.075700294,-0.213349366,2.741703094,2.739870484,0.726004501
173,I173,0.707,Gambusia_affinis,TC,M,24,Gill,5/15/18,14:45,0.037660957,0.025312986,0.00752662,0.134469078,0.000510786,0.029513961,24.59777535,0.003200568,0.00584544,0.003605405,0.009273295,3.707073747,8.300026782,0.001808463,1.322762114,0.092795715,0.004223119,2.685585129,0.007467963,28.47303011,0.026202438,11.29326381,0.040972715,0.017292943,0.01538038,0.193307261,0.007871749,0.52633496,0.13814874,0.4369859,0.202125095,0.210577592,0.219956695,0.219675699,0.150077938,0.760703225,0.216560593,0.105185039,-0.12034288,3.672184331,#VALUE!,#VALUE!,#VALUE!,1.710249594,0.198910979,#VALUE!,0.208838449,0.175363441,0.216149716,0.517439166,0.214816298,-0.14162648,-0.252122051,0.216153865,0.215239085,2.54353915
176,I176,0.386,Gambusia_affinis,TC,M,21,Gill,5/15/18,14:45,0.068980044,0.012123213,0.013785805,0.242492848,0.000974871,0.054057955,31.93944578,0.002602555,0.010706543,0.006603682,0.016985025,1.566340794,10.52928164,0.001570804,1.566907492,0.036454747,0.007735091,3.725107512,0.013678368,36.20132788,0.047992548,13.94693786,0.016075152,0.031673862,0.017032319,0.354062782,0.014417945,0.201047006,0.628757521,0.088024405,0.727669025,0.72296521,0.77555907,0.742069221,0.537603688,0.536298167,0.739674529,0.598322707,0.092099784,1.272007027,#VALUE!,#VALUE!,#VALUE!,0.12558206,0.721434766,#VALUE!,0.73388032,1.042007481,0.739338276,1.470369619,-0.168943758,-0.127968755,-0.170594568,0.739364122,0.738259226,0.164358465
179,I179,0.208,Gambusia_affinis,TC,M,24,Gill,5/15/18,14:45,0.128011043,0.027351132,0.025583272,0.449949395,0.001674615,0.100319089,25.71469911,0.004309699,0.019868874,0.012254911,0.031520286,0.316118746,9.715545048,0.002010339,1.346981431,0.013163996,0.014354544,3.789142104,0.025383895,31.82781704,0.089063095,13.12372739,0.139267834,0.058779379,0.0132027,0.657058816,0.026756378,0.124460065,1.553469228,0.490909078,1.718227247,1.706990911,1.613292305,1.726689604,0.209034101,1.176905895,1.725653027,1.527801169,0.492517015,-0.129734642,#VALUE!,#VALUE!,#VALUE!,-0.529502476,1.706300718,#VALUE!,1.723492398,0.551566091,1.725457224,1.174755948,1.729893913,-0.102226333,-0.359596219,1.725523924,1.724060595,-0.395804211
182,I182,0.577,Gambusia_affinis,TC,M,23,Gill,5/15/18,14:45,0.046146095,0.011171581,0.009222393,0.162966174,0.000603674,0.036163554,21.53906227,0.004754517,0.007162436,0.004417715,0.011362599,1.447677043,9.603558012,0.001193661,1.396590315,0.027209086,0.005174602,3.2760859,0.00915052,29.00039892,0.032105934,13.16143352,0.050204002,0.0211891,0.009569956,0.236860024,0.00964528,0.411934989,0.271067149,0.0628471,0.344508362,0.345747464,0.331162171,0.361205407,-0.01137443,1.343824355,0.358285416,0.238788659,-0.062786753,1.138961922,#VALUE!,#VALUE!,#VALUE!,-0.134464924,0.340476031,#VALUE!,0.351085673,0.234502083,0.357894828,1.188296164,0.357103285,-0.137926254,-0.538881577,0.357904843,0.356938544,1.706809114
185,I185,0.402,Gambusia_affinis,TC,M,22,Gill,5/15/18,14:45,0.066234569,0.011640697,0.013237116,0.233179546,0.000866468,0.051906394,29.07982148,0.003228144,0.010280412,0.006408429,0.016309004,0.736679326,10.30184663,0.001526506,1.507021155,0.035863621,0.007427227,3.201559516,0.013133955,34.73719511,0.046082397,13.79597452,0.072058979,0.030413211,0.014260395,0.33997073,0.013844096,0.26379486,0.585750068,0.075258491,0.681599101,0.678789557,0.645779042,0.696275471,0.386660104,0.771051151,0.693817639,0.566208727,0.073476764,0.341795428,#VALUE!,#VALUE!,#VALUE!,0.108955825,0.675629656,#VALUE!,0.687854397,0.87782101,0.693474848,1.416158905,0.693966262,-0.12916601,-0.307396222,0.693498785,0.692410525,0.623301012
188,I188,0.591,Gambusia_affinis,TC,M,24,Gill,5/15/18,14:45,0.045052956,0.024526493,0.009003927,0.161828769,0.000589374,0.035306887,34.98205823,0.002559317,0.006992768,0.004313065,0.011093434,4.913083965,9.672509991,0.00193547,1.642620411,0.246893694,0.005052022,3.223114567,0.008933756,37.28143926,0.031345387,12.22453288,0.049014737,0.020687159,0.018253069,0.231249126,0.009416796,0.62727472,0.253943291,0.416177675,0.326165162,0.340352427,0.314042217,0.342972136,0.698206195,0.520073058,0.340027071,0.221576487,-0.070201708,5.024355955,#VALUE!,#VALUE!,#VALUE!,6.044468066,0.32223814,#VALUE!,0.332759948,1.163130154,0.339633814,0.851856521,0.338772479,-0.138402954,-0.110347382,0.339643079,0.338683403,3.281820184
9,I9,1.704,Gambusia_affinis,TC,F,28,Liver,5/13/18,15:30,0.015625761,0.002746221,0.003122841,0.055160271,0.000204413,0.012245523,0.408901571,0.00053673,0.002425309,0.002644651,0.003847547,0.146800483,14.5928259,0.000245393,1.381117805,0.009240274,0.002021873,1.815707123,0.003098504,20.38318616,0.010871551,7.60792329,0.016999829,0.007174948,0.00023387,0.080204362,0.003757761,0.072845853,-0.207029286,-0.160062439,-0.167632201,-0.165606749,-0.146832937,-0.147865141,-1.126717519,-0.238905015,-0.151487192,-0.052833712,-0.269811334,-0.319573292,#VALUE!,#VALUE!,#VALUE!,-0.639862576,-0.128598294,#VALUE!,-0.160565628,-0.731824046,-0.151950523,-0.8059612,-0.154691194,-0.151235656,-0.999641686,-0.151961621,-0.11345541,-0.773314459
37,I37,4.519,Gambusia_affinis,TC,F,29,Liver,5/13/18,15:30,0.005892077,0.002204578,0.00122278,0.020775957,7.71E-05,0.004617475,2.305839343,0.000306216,0.000914522,0.000765705,0.004401634,0.50737801,13.00801107,0.000156792,1.567070276,0.014803162,0.000677853,1.915307215,0.001168367,23.30340777,0.004099386,8.784030582,0.006410203,0.00270549,0.001067939,0.030243026,0.001231539,0.102658128,-0.35950598,-0.174392675,-0.327168231,-0.328701379,-0.29925201,-0.310220252,-1.026588776,-0.325405656,-0.314066288,-0.361870886,-0.25454735,0.084704129,#VALUE!,#VALUE!,#VALUE!,-0.483398669,-0.328566408,#VALUE!,-0.323743834,-0.404353143,-0.314552696,-0.3836228,-0.317915019,-0.155480352,-0.958478213,-0.314570553,-0.315292475,-0.555265226
41,I41,1.311,Gambusia_affinis,TC,F,33,Liver,5/13/18,15:30,0.020309914,0.003569459,0.004058978,0.07805851,0.000454702,0.015916377,6.506117609,0.001822644,0.003152346,0.002993025,0.014549534,0.739622992,9.402896098,0.000703019,1.212418115,0.015754869,0.005548432,2.561765741,0.004213971,20.90080737,0.014130529,10.59896319,0.022095888,0.00932579,0.006471002,0.104247318,0.0042451,0.127012809,-0.133652735,-0.138282052,-0.089030735,-0.056993857,0.152812953,-0.069734811,-0.804879561,0.243635676,-0.073249148,0.004464644,0.025006902,0.345095849,#VALUE!,#VALUE!,#VALUE!,-0.456630595,0.396095799,#VALUE!,-0.066261492,-0.673778491,-0.073701261,0.268116833,-0.076142788,-0.149192977,-0.691823011,-0.073709123,-0.074518581,-0.377133248
53,I53,3.107,Gambusia_affinis,TC,F,28,Liver,5/13/18,15:30,0.008569777,0.001738154,0.001712688,0.030244347,0.000112108,0.006715922,1.243931894,0.000785867,0.001330134,0.000906312,0.011024947,0.312439302,10.0424359,0.000134583,1.452098683,0.012601094,0.001257166,1.782434695,0.00169934,22.18912586,0.005962383,8.602590724,0.00932337,0.003935021,0.003479733,0.043987201,0.001791222,0.101196148,-0.317560212,-0.186732843,-0.286033774,-0.283790099,-0.257340446,-0.265556978,-1.082640935,-0.145416072,-0.269341371,-0.338744734,-0.072088387,-0.133860014,#VALUE!,#VALUE!,#VALUE!,-0.545334873,-0.242374143,#VALUE!,-0.278854159,-0.529307668,-0.269821453,-0.448777586,-0.273012748,-0.154312652,-0.839449911,-0.269837449,-0.270575592,-0.565958258
56,I56,0.394,Gambusia_affinis,TC,M,24,Liver,5/13/18,15:30,0.067579434,0.011877056,0.01350589,0.238865383,0.000884061,0.052960331,4.582065658,0.002642934,0.010489152,0.006469597,0.149444882,3.670432496,7.452904956,0.001061295,0.964729842,0.010896721,0.007578033,1.657121664,0.013400635,16.55926178,0.04701808,10.67347208,0.073522105,0.031030738,0.002810033,0.346873689,0.014125195,0.0865897,0.606817176,0.081511835,0.704166344,0.705759107,0.666841375,0.71870743,-0.90643951,0.551450432,0.716280608,0.576269253,3.741102655,3.631102374,#VALUE!,#VALUE!,#VALUE!,-0.593272717,0.698067113,#VALUE!,0.710400135,-1.160635328,0.715940941,0.294872866,0.716518241,-0.128579537,-0.872501347,0.715965814,0.714869437,-0.672790923
59,I59,2.011,Gambusia_affinis,TC,F,28,Liver,5/13/18,15:30,0.013240327,0.002326982,0.002646107,0.046643682,0.000173207,0.010376117,0.263397715,0.000438129,0.00205506,0.001743263,0.004339598,0.671667235,10.09869827,0.000207932,1.321931094,0.013175548,0.001484707,1.724432425,0.002625485,20.15915342,0.009211896,10.21213151,0.014404629,0.006079618,0.00049357,0.067960335,0.002767442,0.084006098,-0.24439675,-0.171154235,-0.207660521,-0.206003365,-0.184192748,-0.187653514,-1.134397854,-0.275905153,-0.191330497,-0.201088318,-0.256256317,0.26890425,#VALUE!,#VALUE!,#VALUE!,-0.529177561,-0.208519777,#VALUE!,-0.200555739,-0.756946867,-0.19179945,0.129206145,-0.194692463,-0.152275904,-0.986824816,-0.1918122,-0.192578734,-0.691687583
62,I62,2.548,Gambusia_affinis,TC,F,28,Liver,5/13/18,15:30,0.010449881,0.001836562,0.00208843,0.037016705,0.000136703,0.008189313,2.116257667,0.001010787,0.001621949,0.001533124,0.00306276,0.160281891,9.603078759,0.000164109,1.23961755,0.016232838,0.001938044,1.577285398,0.002072155,21.68242917,0.007270457,8.004153323,0.011368803,0.004798317,0.00134281,0.053637454,0.002184194,0.093412744,-0.288108666,-0.184129265,-0.25448511,-0.251666869,-0.227895322,-0.234197375,-1.036595733,-0.061014587,-0.23793852,-0.235650654,-0.291430638,-0.304458016,#VALUE!,#VALUE!,#VALUE!,-0.443187057,-0.141070673,#VALUE!,-0.247335525,-0.586128158,-0.238414115,-0.663675578,-0.241485346,-0.15349277,-0.944912615,-0.238428815,-0.239178385,-0.622886663
77,I77,0.035,Gambusia_affinis,TC,M,22,Liver,5/13/18,15:30,0.760751339,0.537544207,0.152037732,2.683256977,0.010805244,0.596182014,4.370236004,0.034377838,0.118077878,0.073842551,0.187320556,0.12578501,9.4646693,0.011947155,1.326699571,0.027226631,0.085307002,4.758257115,0.150852859,13.82991838,0.529289249,15.56498366,0.82764884,0.349317451,0.011277793,3.904806676,0.159009332,0.154937588,11.46525066,13.98907456,12.33580347,12.30020714,12.54447767,12.28061902,-0.917620814,12.46000926,12.29413895,11.6573473,4.784501359,-0.343135717,#VALUE!,#VALUE!,#VALUE!,-0.133971446,12.26286182,#VALUE!,12.33092615,-1.466701328,12.29544919,2.051407488,12.34029516,0.173701025,-0.454595382,12.29595399,12.290649,-0.172889304
174,I174,0.329,Gambusia_affinis,TC,M,24,Liver,5/15/18,14:45,0.080930993,0.014223587,0.016174227,0.284466487,0.001058723,0.063423619,1.304969869,0.002678048,0.012561476,0.007747785,0.019927719,3.501852223,7.513692053,0.001583053,0.945931047,0.010137145,0.009075213,3.656528939,0.016048176,16.33437411,0.056307367,11.06348851,0.088047749,0.037161431,0.004882526,0.415404966,0.016915886,0.07678348,0.815967337,0.143593947,0.92820962,0.922058177,0.875946651,0.941407691,-1.079419081,0.564627001,0.93928793,0.786497544,0.173165091,3.442091155,#VALUE!,#VALUE!,#VALUE!,-0.614636841,0.920822922,#VALUE!,0.934229319,-1.18585402,0.93898014,0.434927193,0.940410112,-0.122757147,-0.77021843,0.939014247,0.93783673,-0.744514357
177,I177,0.818,Gambusia_affinis,TC,M,21,Liver,5/15/18,14:45,0.032550485,0.005720734,0.006505282,0.115833092,0.000425819,0.02550901,0.396784207,0.001077112,0.005052232,0.003116163,0.008014938,1.57527621,7.245760491,0.000511186,0.815109366,0.009652229,0.003650055,1.815565114,0.006454584,14.88275066,0.022646851,9.871312772,0.035412848,0.014946346,0.001308941,0.16707608,0.006803578,0.06729234,0.058093966,-0.081365823,0.116369843,0.122181783,0.118234237,0.13443446,-1.127357127,-0.036126055,0.131201744,0.024717604,-0.155008086,1.282025364,#VALUE!,#VALUE!,#VALUE!,-0.628275773,0.113648462,#VALUE!,0.123165066,-1.348637707,0.130778764,0.006818637,0.12911896,-0.14385507,-0.946584138,0.130779361,0.129895635,-0.813933273
180,I180,0.47,Gambusia_affinis,TC,M,24,Liver,5/15/18,14:45,0.056651695,0.009956511,0.011321959,0.199681899,0.000741106,0.044396533,1.270979255,0.001874634,0.008793033,0.005518983,0.013949403,3.049472204,9.529709464,0.000889682,1.045492295,0.011636873,0.006352649,2.441899047,0.011233724,18.59465431,0.039415157,13.29735076,0.061633424,0.026013002,0.004306808,0.290783476,0.011841121,0.081689549,0.435635791,0.030700024,0.520795556,0.519900642,0.495695706,0.536435848,-1.081213256,0.263144983,0.533757529,0.419918265,0.008474499,2.934885316,#VALUE!,#VALUE!,#VALUE!,-0.57245492,0.515750088,#VALUE!,0.527204514,-0.932388325,0.533391962,1.237103845,0.533271355,-0.133344939,-0.79863161,0.533409255,0.532379223,-0.708630998
183,I183,1.18,Gambusia_affinis,TC,M,23,Liver,5/15/18,14:45,0.022564658,0.003965729,0.004509594,0.079313114,0.000298215,0.017683365,1.015736786,0.001412427,0.00350231,0.002160188,0.005556118,1.02852611,7.654258719,0.000354365,0.844924992,0.006957031,0.003736539,2.276460365,0.004474449,15.24575365,0.015699257,10.11957081,0.024548906,0.010361111,0.001295051,0.115820537,0.004716379,0.069472253,-0.09833251,-0.127797947,-0.051195377,-0.051042911,-0.034533221,-0.032126299,-1.094686079,0.08970128,-0.035588756,-0.132515127,-0.222743636,0.66901234,#VALUE!,#VALUE!,#VALUE!,-0.704081939,0.126515862,#VALUE!,-0.044240085,-1.307930894,-0.036035525,0.095967734,-0.038333051,-0.14820972,-0.947269646,-0.03604182,-0.036864895,-0.797989224
186,I186,0.477,Gambusia_affinis,TC,M,22,Liver,5/15/18,14:45,0.055820329,0.019902367,0.011155808,0.196204349,0.000730231,0.043745012,1.301141605,0.002004343,0.008663995,0.00534386,0.013744695,1.481950302,7.186250974,0.000876626,0.856575064,0.00918397,0.008886724,2.717585648,0.011068868,16.39307726,0.038836737,9.986305326,0.060728951,0.02563126,0.001298247,0.286516213,0.011667351,0.054751137,0.422612567,0.293837288,0.506844914,0.503405628,0.482676161,0.522568898,-1.079621154,0.311818433,0.519871467,0.39111514,0.002835205,1.1773889,#VALUE!,#VALUE!,#VALUE!,-0.641446204,0.892778853,#VALUE!,0.51326721,-1.179271104,0.519503885,0.048112295,0.519330207,-0.133707484,-0.947111915,0.519520614,0.518495555,-0.90566058
189,I189,0.429,Gambusia_affinis,TC,M,24,Liver,5/15/18,14:45,0.06206596,0.018002143,0.012404011,0.218157283,0.000811935,0.048639558,0.609250515,0.002352432,0.009633393,0.008320713,0.015282563,3.684153291,9.691050671,0.00097471,1.039025545,0.009465965,0.006959779,3.79638718,0.012307343,19.25216825,0.043182107,10.39447987,0.067523798,0.028499093,0.001454438,0.318573971,0.012972789,0.048448001,0.520449436,0.243563109,0.611648576,0.607534669,0.580492157,0.626744246,-1.116142218,0.442439226,0.624190508,0.880729124,0.045200378,3.64648605,#VALUE!,#VALUE!,#VALUE!,-0.633514705,0.606081066,#VALUE!,0.617970724,-0.858655331,0.623837817,0.194687174,0.624062982,-0.13098387,-0.939403483,0.623858852,0.62279588,-0.951762193
3,I3,76.559,Gambusia_affinis,TC,F,26,WS,5/13/18,15:30,0.027701487,0.001977775,0.000524968,0.00267289,6.82E-06,0.000408829,37.90336912,0.000275427,0.000167346,0.000778379,0.002892975,0.25629861,14.82249604,0.003188326,1.796926401,0.016654074,9.21E-05,4.570398706,0.000347381,31.60443736,0.000379593,11.46860539,0.001012802,0.024741092,0.020905512,0.005285753,0.00016312,0.28602142,-0.017864857,-0.180393196,-0.385759063,-0.4145694,-0.383391197,-0.399796928,0.85240587,-0.336959263,-0.394471533,-0.359786346,-0.296107874,-0.19680463,#VALUE!,#VALUE!,#VALUE!,-0.431339213,-0.41571684,#VALUE!,-0.393151872,0.526516503,-0.403866295,0.58040407,-0.401108178,-0.134552887,0.020557573,-0.395798874,-0.400655739,0.785867752
43,I43,73.854,Gambusia_affinis,TC,F,31,WS,5/13/18,15:30,0.008654545,0.001382508,0.000396036,0.002293396,7.07E-06,0.000423803,38.00847851,0.000330177,0.000108954,0.000657106,0.002760375,0.233222021,14.8933024,0.003196543,1.763443849,0.016003078,0.000146871,4.570398706,0.000260752,33.34441332,0.000376252,11.72720764,0.001234365,0.01050475,0.016163009,0.003877503,0.000113034,0.34214193,-0.316232335,-0.19614216,-0.396584663,-0.416369449,-0.383091898,-0.399478222,0.857954007,-0.316414263,-0.400755224,-0.379732563,-0.299760737,-0.222677967,#VALUE!,#VALUE!,#VALUE!,-0.449649374,-0.407567814,#VALUE!,-0.400475686,0.72163577,-0.403946514,0.673267758,-0.397693104,-0.148073305,-0.213497276,-0.400382299,-0.404657451,1.196337405
69,I69,131.9,Gambusia_affinis,TC,F,35,WS,5/13/18,15:30,0.000501044,0.001064323,0.000347594,0.008426841,3.96E-06,0.000237298,34.54919456,0.001314538,8.08E-05,0.000525534,0.00333564,0.12442358,14.82249604,0.003276577,1.970122457,0.031756986,7.26E-05,4.570398706,0.000522522,34.28321957,0.000640512,11.38687194,0.001492018,0.006523891,0.032287008,0.004220127,7.70E-05,0.323265277,-0.4439557,-0.204560373,-0.400652029,-0.387276766,-0.386815188,-0.403447788,0.675357741,0.052968322,-0.403784938,-0.401372695,-0.283913343,-0.344662145,#VALUE!,#VALUE!,#VALUE!,-0.006548955,-0.41861812,#VALUE!,-0.37834505,0.82691262,-0.397601534,0.551053708,-0.393721754,-0.151853973,0.582263982,-0.399267163,-0.407536452,1.058272138
195,I195,31.566,Gambusia_affinis,TC,M,22,WS,5/16/18,13:30,0.001265268,0.001605842,0.00053051,0.019892146,1.66E-05,0.000991559,58.11892647,0.000177533,0.000196385,0.000710927,0.003486458,0.1353807,15.77159382,0.004819559,2.185480188,0.136841313,0.000167523,4.669826812,0.001163311,49.97585856,0.001487027,14.34341724,0.001483944,0.000580978,0.041563521,0.006494404,0.000264461,0.359315032,-0.431984246,-0.190233418,-0.385293737,-0.332893547,-0.371682585,-0.387394123,1.919472159,-0.373694098,-0.391346583,-0.370880425,-0.27975861,-0.332377086,#VALUE!,#VALUE!,#VALUE!,2.949092865,-0.404495135,#VALUE!,-0.32417128,2.586670389,-0.377276397,1.612744782,-0.393846203,-0.157498026,1.040084009,-0.391865084,-0.392558917,1.321942771
196,I196,37.292,Gambusia_affinis,TC,M,22,WS,5/16/18,13:30,0.001070992,0.001550673,0.000297922,0.010307345,1.40E-05,0.00083931,56.03242439,0.000227611,0.000166231,0.000634191,0.003654693,0.179971425,15.04467498,0.00445872,2.139006733,0.036352304,0.000120096,4.886385406,0.000508842,50.14642699,0.004276284,15.18339691,0.002512781,0.000491772,0.030007989,0.005497221,0.000223855,0.381503511,-0.43502755,-0.191693023,-0.404822671,-0.378356998,-0.374795304,-0.390634585,1.809337376,-0.354902272,-0.394591521,-0.383501478,-0.275124074,-0.282382225,#VALUE!,#VALUE!,#VALUE!,0.12270071,-0.411551495,#VALUE!,-0.379501589,2.605797772,-0.31030531,1.914380247,-0.377988163,-0.157582746,0.469788471,-0.395110611,-0.395803207,1.484230984
197,I197,39.623,Gambusia_affinis,TC,M,24,WS,5/16/18,13:30,0.001007986,0.001887905,0.000387337,0.010023886,1.32E-05,0.000789934,47.86432116,0.000148958,0.000156452,0.000535803,0.003725628,0.155639377,13.58041296,0.003549951,1.965755115,0.03504494,0.00013455,4.154983899,0.000468034,43.0691191,0.000916449,13.10277924,0.00179427,0.000462841,0.025142189,0.005173822,0.000210685,0.289272359,-0.436014529,-0.182770884,-0.397315063,-0.379701525,-0.375753064,-0.391685502,1.378188857,-0.384416899,-0.39564386,-0.399683715,-0.273169957,-0.309663175,#VALUE!,#VALUE!,#VALUE!,0.085929292,-0.409400977,#VALUE!,-0.38295159,1.812155125,-0.390976185,1.167233498,-0.389062975,-0.157610222,0.229648595,-0.396163176,-0.396855448,0.809645366
127,I127,346.3,Labidesthes_sicculus,CC,N/A,62,WS,5/14/18,12:45,7.69E-05,0.001526796,0.000236641,0.006328821,1.01E-06,6.80E-05,25.87137889,3.26E-05,4.29E-05,0.000356314,0.001398777,0.045256486,11.3551993,0.00183295,1.368333054,0.030297931,0.00011519,#VALUE!,0.00038066,28.7614733,0.000123597,9.102189571,0.001467382,0.000834579,0.035738701,0.003760434,2.54E-05,0.114212687,-0.450599851,-0.192324736,-0.409968047,-0.397228275,-0.390346927,-0.407051121,0.217304351,-0.428080371,-0.40786344,-0.429204932,-0.337270026,-0.433423829,#VALUE!,#VALUE!,#VALUE!,-0.047586892,-0.412281427,#VALUE!,-0.390338389,0.207709189,-0.410012853,-0.269372374,-0.394101482,-0.157257178,0.752614003,-0.400763323,-0.411659127,-0.470754308
